"","ID","N_NESTS","LATERAL_STRUCTURE","STRUCTURE_MATERIAL","STRUCTURE_SIDE","ASYMM_SIDE","RELIABILITY","REP","categorias","match_mismatch"
"11083",12177,1,"y","nat","left",1,"2","n","1_left","match"
"11091",12184,2,"y","art","right",0,"2","y","0_right","match"
"11093",12186,1,"y","art","right",1,"2","n","1_right","mismatch"
"11094",12187,1,"y","art","left",0,"2","n","0_left","mismatch"
"11095",12188,1,"y","nat","left",1,"2","n","1_left","match"
"11100",12194,1,"y","art","left",1,"2","y","1_left","match"
"11105",12199,1,"y","art","right",0,"2","n","0_right","match"
"11108",12203,1,"y","nat","right",0,"2","n","0_right","match"
"11115",12210,2,"y","art","left",0,"2","n","0_left","mismatch"
"11117",12211,1,"y","nat","left",1,"2","n","1_left","match"
"11118",12212,1,"y","art","left",1,"2","n","1_left","match"
"11119",12213,1,"y","nat","left",1,"2","n","1_left","match"
"11126",12221,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11135",12228,1,"y","art","right",1,"2","n","1_right","mismatch"
"11141",12232,1,"y","art","left",0,"2","y","0_left","mismatch"
"11142",12233,1,"y","art","left",0,"2","n","0_left","mismatch"
"11143",12234,1,"y","art","left",0,"2","n","0_left","mismatch"
"11146",12237,1,"y","nat","left",1,"2","n","1_left","match"
"11165",12255,1,"y","nat","left",1,"2","n","1_left","match"
"11166",12256,1,"y","nat","left",1,"2","n","1_left","match"
"11179",12270,1,"y","art","left",1,"2","y","1_left","match"
"11180",12270,2,"y","art","right",0,"2","y","0_right","match"
"11181",12272,1,"y","art","left",0,"2","y","0_left","mismatch"
"11182",12272,2,"y","art","right",0,"2","y","0_right","match"
"11183",12273,1,"y","art","left",1,"2","y","1_left","match"
"11184",12274,1,"y","art","right",1,"2","n","1_right","mismatch"
"11200",12288,1,"y","nat","right",0,"2","n","0_right","match"
"11213",12299,3,"y","art","left",1,"1","","1_left","match"
"11221",12304,1,"y","nat","right",0,"2","y","0_right","match"
"11224",12307,1,"y","art","left",1,"0","","1_left","match"
"11225",12308,1,"y","art","left",1,"2","n","1_left","match"
"11229",12313,1,"y","art","right",0,"1","","0_right","match"
"11247",12322,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11269",12344,1,"y","art","left",0,"2","n","0_left","mismatch"
"11270",12345,1,"y","nat","right",0,"2","n","0_right","match"
"11272",12348,1,"y","nat","right",0,"1","","0_right","match"
"11273",12349,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11289",12367,2,"y","art","left",0,"2","n","0_left","mismatch"
"11290",12368,1,"y","nat","left",1,"2","n","1_left","match"
"11291",12369,1,"y","art","right",0,"2","n","0_right","match"
"11297",12375,1,"y","art","right",0,"2","n","0_right","match"
"11304",12382,1,"y","art","left",1,"1","","1_left","match"
"11312",12390,1,"y","art","right",0,"2","n","0_right","match"
"11320",12396,2,"y","nat","left",0,"2","n","0_left","mismatch"
"11321",12397,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11324",12400,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11325",12401,1,"y","nat","left",1,"2","n","1_left","match"
"11327",12403,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11331",12407,1,"y","nat","left",1,"2","n","1_left","match"
"11332",12408,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11335",12410,1,"y","art","right",0,"2","n","0_right","match"
"11340",12419,1,"y","art","right",0,"2","n","0_right","match"
"11358",12434,1,"y","art","right",0,"2","n","0_right","match"
"11359",12435,1,"y","art","right",1,"0","","1_right","mismatch"
"11367",12444,1,"y","nat","right",0,"2","n","0_right","match"
"11368",12445,1,"y","art","right",0,"2","n","0_right","match"
"11374",12451,1,"y","art","right",0,"2","n","0_right","match"
"11375",12451,2,"y","art","right",0,"2","n","0_right","match"
"11376",12451,3,"y","art","right",0,"2","n","0_right","match"
"11382",12459,1,"y","nat","left",1,"2","n","1_left","match"
"11386",12463,1,"y","art","left",1,"1","","1_left","match"
"11389",12467,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11390",12468,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11391",12469,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11402",12483,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11414",12520,1,"y","art","right",0,"2","n","0_right","match"
"11415",12521,1,"y","art","right",0,"2","n","0_right","match"
"11418",12535,1,"y","art","right",1,"2","n","1_right","mismatch"
"11419",12536,1,"y","art","right",1,"2","n","1_right","mismatch"
"11422",12545,1,"y","art","left",1,"2","n","1_left","match"
"11432",12594,1,"y","art","left",1,"1","","1_left","match"
"11439",12619,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11451",12643,1,"y","nat","left",0,"1","","0_left","mismatch"
"11453",12647,1,"y","nat","left",0,"1","","0_left","mismatch"
"11457",12653,1,"y","nat","left",1,"2","n","1_left","match"
"11458",12654,1,"y","nat","left",1,"2","n","1_left","match"
"11462",12662,1,"y","nat","right",1,"1","","1_right","mismatch"
"11469",12680,1,"y","nat","right",0,"2","n","0_right","match"
"11470",12681,1,"y","nat","right",0,"2","y","0_right","match"
"11473",12684,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11483",12697,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11484",12698,1,"y","nat","left",1,"1","","1_left","match"
"11485",12700,1,"y","art","right",0,"2","n","0_right","match"
"11486",12701,1,"y","nat","right",0,"2","n","0_right","match"
"11490",12705,1,"y","nat","left",1,"2","n","1_left","match"
"11511",12730,1,"y","nat","left",0,"1","","0_left","mismatch"
"11512",12731,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11513",12732,1,"y","nat","right",0,"2","n","0_right","match"
"11518",12739,1,"y","art","left",0,"1","","0_left","mismatch"
"11520",12741,1,"y","art","left",0,"0","","0_left","mismatch"
"11521",12742,1,"y","art","left",0,"2","n","0_left","mismatch"
"11528",12749,1,"y","art","left",0,"2","n","0_left","mismatch"
"11529",12750,1,"y","art","left",1,"1","","1_left","match"
"11536",12758,1,"y","art","right",0,"2","n","0_right","match"
"11538",12760,1,"y","art","left",1,"2","n","1_left","match"
"11558",12782,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11564",12786,1,"y","art","right",1,"2","n","1_right","mismatch"
"11565",12786,2,"y","art","right",0,"2","n","0_right","match"
"11566",12788,1,"y","art","left",0,"2","n","0_left","mismatch"
"11568",12790,1,"y","art","right",0,"2","n","0_right","match"
"11571",12792,1,"y","nat","right",0,"2","n","0_right","match"
"11620",12832,1,"y","art","right",0,"2","n","0_right","match"
"11644",12853,1,"y","nat","right",0,"2","n","0_right","match"
"11664",12870,1,"y","art","left",1,"2","n","1_left","match"
"11671",12877,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11673",12879,1,"y","art","right",1,"1","","1_right","mismatch"
"11690",12897,1,"y","nat","left",1,"1","","1_left","match"
"11706",12914,1,"y","nat","right",0,"2","n","0_right","match"
"11716",12925,1,"y","nat","right",0,"2","n","0_right","match"
"11740",12947,1,"y","art","right",1,"2","n","1_right","mismatch"
"11741",12949,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11750",12958,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11765",12983,1,"y","art","left",0,"2","n","0_left","mismatch"
"11771",12989,1,"y","nat","left",0,"2","n","0_left","mismatch"
"11775",12993,1,"y","nat","left",1,"2","n","1_left","match"
"11776",12996,1,"y","art","right",0,"2","y","0_right","match"
"11783",13003,2,"y","art","right",0,"2","n","0_right","match"
"11791",13010,1,"y","nat","right",0,"2","n","0_right","match"
"11800",13020,1,"y","nat","right",0,"2","n","0_right","match"
"11801",13021,1,"y","nat","left",1,"2","n","1_left","match"
"11808",13025,1,"y","nat","right",0,"2","n","0_right","match"
"11811",13028,1,"y","art","left",0,"2","n","0_left","mismatch"
"11812",13028,2,"y","art","right",0,"2","n","0_right","match"
"11813",13028,3,"y","art","right",0,"2","n","0_right","match"
"11816",13031,1,"y","nat","right",0,"2","n","0_right","match"
"11834",13051,1,"y","art","right",0,"2","n","0_right","match"
"11848",13068,1,"y","nat","left",1,"2","n","1_left","match"
"11850",13070,1,"y","nat","right",0,"2","n","0_right","match"
"11857",13076,1,"y","nat","left",1,"2","n","1_left","match"
"11867",13086,1,"y","art","left",0,"2","n","0_left","mismatch"
"11892",13110,1,"y","art","right",1,"2","n","1_right","mismatch"
"11904",13123,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11922",13142,1,"y","art","right",0,"2","y","0_right","match"
"11940",13163,1,"y","art","right",0,"2","y","0_right","match"
"11941",13164,1,"y","art","left",1,"2","y","1_left","match"
"11942",13165,1,"y","nat","right",0,"2","n","0_right","match"
"11950",13176,1,"y","nat","right",0,"2","n","0_right","match"
"11959",13186,1,"y","nat","left",1,"2","n","1_left","match"
"11972",13201,1,"y","nat","right",1,"2","n","1_right","mismatch"
"11973",13202,1,"y","nat","left",1,"2","n","1_left","match"
"11975",13204,1,"y","art","right",1,"2","n","1_right","mismatch"
"11976",13205,1,"y","art","left",0,"2","n","0_left","mismatch"
"11983",13213,1,"y","nat","left",1,"1","","1_left","match"
"11991",13221,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12012",13245,1,"y","art","right",0,"2","n","0_right","match"
"12013",13246,1,"y","art","left",1,"2","n","1_left","match"
"12017",13249,2,"y","art","right",1,"2","n","1_right","mismatch"
"12020",13249,5,"y","art","left",1,"2","n","1_left","match"
"12021",13250,1,"y","art","right",1,"2","n","1_right","mismatch"
"12022",13250,2,"y","art","left",1,"2","n","1_left","match"
"12024",13251,1,"y","art","right",1,"2","n","1_right","mismatch"
"12025",13251,2,"y","art","left",0,"2","n","0_left","mismatch"
"12027",13252,1,"y","art","left",0,"2","n","0_left","mismatch"
"12034",13260,1,"y","nat","left",1,"2","n","1_left","match"
"12035",13261,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12036",13262,1,"y","nat","right",0,"2","n","0_right","match"
"12037",13263,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12039",13265,1,"y","art","right",0,"2","n","0_right","match"
"12040",13265,2,"y","art","right",0,"2","n","0_right","match"
"12041",13265,3,"y","art","left",0,"2","n","0_left","mismatch"
"12046",13273,1,"y","art","left",0,"2","n","0_left","mismatch"
"12051",13280,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12052",13282,1,"y","nat","left",1,"2","n","1_left","match"
"12056",13290,1,"y","nat","left",0,"2","n","0_left","mismatch"
"12061",13298,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12062",13300,1,"y","nat","left",1,"2","n","1_left","match"
"12074",13318,1,"y","nat","right",0,"2","n","0_right","match"
"12094",13333,1,"y","art","right",1,"2","n","1_right","mismatch"
"12095",13333,2,"y","art","left",0,"2","n","0_left","mismatch"
"12102",13340,1,"y","art","right",1,"2","n","1_right","mismatch"
"12104",13342,1,"y","art","left",0,"2","n","0_left","mismatch"
"12114",13351,1,"y","nat","right",0,"2","n","0_right","match"
"12124",13370,1,"y","art","left",0,"2","n","0_left","mismatch"
"12126",13370,3,"y","art","left",1,"2","n","1_left","match"
"12127",13371,1,"y","art","right",1,"2","n","1_right","mismatch"
"12130",13374,1,"y","art","left",1,"1","","1_left","match"
"12131",13375,1,"y","nat","right",0,"2","n","0_right","match"
"12135",13379,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12139",13384,1,"y","nat","right",0,"2","n","0_right","match"
"12141",13386,1,"y","nat","right",0,"2","n","0_right","match"
"12147",13392,1,"y","art","right",1,"2","n","1_right","mismatch"
"12152",13397,1,"y","nat","left",1,"2","n","1_left","match"
"12156",13401,1,"y","art","left",1,"1","","1_left","match"
"12157",13402,1,"y","art","right",1,"2","n","1_right","mismatch"
"12166",13411,1,"y","art","right",0,"2","n","0_right","match"
"12168",13413,1,"y","art","right",0,"2","n","0_right","match"
"12178",13423,1,"y","nat","left",1,"2","n","1_left","match"
"12188",13434,1,"y","nat","right",0,"2","n","0_right","match"
"12191",13437,1,"y","nat","right",0,"2","n","0_right","match"
"12197",13443,1,"y","nat","left",1,"1","","1_left","match"
"12206",13453,1,"y","nat","right",0,"1","","0_right","match"
"12211",13458,1,"y","art","right",0,"2","n","0_right","match"
"12215",13463,1,"y","art","left",0,"2","n","0_left","mismatch"
"12216",13463,2,"y","art","left",0,"2","n","0_left","mismatch"
"12218",13466,1,"y","art","right",0,"2","n","0_right","match"
"12234",13484,1,"y","art","right",0,"2","n","0_right","match"
"12235",13485,1,"y","nat","left",1,"2","n","1_left","match"
"12238",13491,1,"y","art","right",0,"2","y","0_right","match"
"12248",13502,1,"y","art","left",1,"2","n","1_left","match"
"12249",13503,1,"y","art","right",0,"2","n","0_right","match"
"12250",13504,1,"y","art","right",0,"2","n","0_right","match"
"12267",13524,1,"y","art","right",0,"2","n","0_right","match"
"12268",13525,1,"y","nat","left",0,"1","","0_left","mismatch"
"12282",13540,1,"y","nat","right",0,"2","n","0_right","match"
"12284",13541,2,"y","nat","left",1,"2","n","1_left","match"
"12289",13546,1,"y","nat","right",0,"1","","0_right","match"
"12292",13550,1,"y","nat","right",0,"2","n","0_right","match"
"12296",13554,1,"y","nat","right",0,"1","","0_right","match"
"12299",13556,1,"y","art","left",1,"2","n","1_left","match"
"12300",13557,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12302",13559,1,"y","nat","left",1,"2","n","1_left","match"
"12330",13581,2,"y","art","left",1,"1","","1_left","match"
"12336",13586,1,"y","art","left",1,"2","n","1_left","match"
"12353",13609,1,"y","art","left",1,"2","n","1_left","match"
"12387",13640,2,"y","art","right",1,"2","n","1_right","mismatch"
"12398",13649,1,"y","art","right",0,"2","n","0_right","match"
"12420",13670,1,"y","art","right",0,"2","n","0_right","match"
"12426",13676,1,"y","art","left",0,"2","y","0_left","mismatch"
"12432",13682,1,"y","art","right",1,"2","n","1_right","mismatch"
"12439",13688,1,"y","art","right",0,"2","n","0_right","match"
"12445",13694,1,"y","art","left",1,"2","y","1_left","match"
"12462",13709,1,"y","art","right",1,"2","n","1_right","mismatch"
"12463",13710,1,"y","art","left",1,"2","n","1_left","match"
"12464",13711,1,"y","art","left",1,"2","n","1_left","match"
"12468",13715,1,"y","art","right",0,"1","","0_right","match"
"12494",13748,1,"y","nat","right",0,"2","n","0_right","match"
"12508",13762,1,"y","nat","right",0,"2","n","0_right","match"
"12510",13764,1,"y","nat","left",1,"2","y","1_left","match"
"12514",13771,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12532",13790,1,"y","art","right",0,"2","n","0_right","match"
"12561",13823,1,"y","art","right",0,"2","n","0_right","match"
"12599",13859,1,"y","nat","right",0,"2","n","0_right","match"
"12601",13865,1,"y","nat","left",0,"2","n","0_left","mismatch"
"12614",13879,1,"y","nat","left",1,"2","y","1_left","match"
"12616",13881,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12618",13882,2,"y","nat","right",1,"2","n","1_right","mismatch"
"12619",13883,1,"y","art","right",0,"1","","0_right","match"
"12620",13883,2,"y","art","right",0,"1","","0_right","match"
"12621",13884,1,"y","art","right",0,"2","n","0_right","match"
"12625",13888,1,"y","nat","left",1,"2","n","1_left","match"
"12626",13889,1,"y","nat","left",1,"2","n","1_left","match"
"12628",13891,1,"y","nat","left",0,"1","","0_left","mismatch"
"12638",13901,1,"y","art","left",1,"2","n","1_left","match"
"12642",13905,1,"y","art","right",0,"0","","0_right","match"
"12650",13917,1,"y","art","right",1,"1","","1_right","mismatch"
"12655",13923,1,"y","nat","right",0,"2","y","0_right","match"
"12659",13927,1,"y","art","left",0,"2","n","0_left","mismatch"
"12660",13928,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12665",13934,1,"y","nat","left",1,"1","","1_left","match"
"12673",13942,1,"y","nat","left",0,"2","n","0_left","mismatch"
"12678",13951,1,"y","art","right",1,"2","n","1_right","mismatch"
"12679",13952,1,"y","art","right",1,"1","","1_right","mismatch"
"12681",13954,1,"y","nat","right",0,"1","","0_right","match"
"12683",13956,1,"y","art","left",0,"2","n","0_left","mismatch"
"12684",13957,1,"y","art","right",0,"2","n","0_right","match"
"12688",13961,1,"y","nat","right",0,"2","n","0_right","match"
"12693",13967,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12697",13972,1,"y","art","right",0,"2","n","0_right","match"
"12699",13973,2,"y","art","left",1,"2","n","1_left","match"
"12700",13974,1,"y","art","right",1,"2","n","1_right","mismatch"
"12713",13987,1,"y","nat","left",0,"2","n","0_left","mismatch"
"12714",13988,1,"y","nat","right",0,"2","n","0_right","match"
"12715",13989,1,"y","nat","right",0,"2","n","0_right","match"
"12716",13990,1,"y","nat","right",0,"2","n","0_right","match"
"12722",13996,1,"y","art","left",1,"0","","1_left","match"
"12739",14015,1,"y","nat","left",1,"2","n","1_left","match"
"12761",14037,1,"y","nat","left",0,"2","n","0_left","mismatch"
"12764",14043,1,"y","nat","left",1,"0","","1_left","match"
"12767",14047,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12768",14048,1,"y","nat","right",0,"2","n","0_right","match"
"12770",14050,1,"y","nat","left",0,"1","","0_left","mismatch"
"12771",14052,1,"y","nat","left",1,"2","n","1_left","match"
"12772",14053,1,"y","nat","right",0,"1","","0_right","match"
"12773",14054,1,"y","nat","right",0,"1","","0_right","match"
"12779",14060,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12781",14062,1,"y","nat","right",0,"2","n","0_right","match"
"12782",14063,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12783",14064,1,"y","nat","left",1,"2","n","1_left","match"
"12786",14067,1,"y","nat","right",0,"1","","0_right","match"
"12787",14068,1,"y","nat","right",0,"2","n","0_right","match"
"12802",14084,1,"y","art","left",1,"1","","1_left","match"
"12803",14084,2,"y","art","left",1,"2","n","1_left","match"
"12806",14088,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12810",14092,1,"y","nat","left",0,"2","n","0_left","mismatch"
"12811",14096,1,"y","art","left",1,"2","y","1_left","match"
"12818",14104,1,"y","nat","left",1,"2","n","1_left","match"
"12819",14105,1,"y","nat","right",1,"2","n","1_right","mismatch"
"12822",14108,1,"y","nat","left",0,"0","","0_left","mismatch"
"12826",14114,1,"y","art","left",1,"1","","1_left","match"
"12844",14133,1,"y","nat","left",0,"2","n","0_left","mismatch"
"12848",14137,1,"y","nat","right",0,"1","","0_right","match"
"12849",14138,1,"y","nat","left",1,"2","n","1_left","match"
"12855",14144,1,"y","nat","right",0,"2","n","0_right","match"
"12858",14146,1,"y","nat","right",0,"1","","0_right","match"
"12859",14147,1,"y","nat","right",0,"0","","0_right","match"
"12865",14153,1,"y","nat","left",0,"1","","0_left","mismatch"
"12868",14158,1,"y","art","left",0,"1","","0_left","mismatch"
"12870",14160,1,"y","nat","right",0,"2","n","0_right","match"
"12881",14171,1,"y","art","left",1,"0","","1_left","match"
"12883",14173,1,"y","nat","left",1,"1","","1_left","match"
"12884",14174,1,"y","art","right",0,"2","n","0_right","match"
"12887",14177,1,"y","art","right",0,"1","","0_right","match"
"12888",14178,1,"y","art","left",0,"2","n","0_left","mismatch"
"12891",14186,1,"y","art","right",0,"2","n","0_right","match"
"12898",14195,1,"y","nat","left",1,"2","n","1_left","match"
"12899",14196,1,"y","nat","right",0,"2","n","0_right","match"
"12912",14209,1,"y","nat","right",0,"2","n","0_right","match"
"12920",14219,1,"y","art","right",0,"2","n","0_right","match"
"12922",14221,1,"y","nat","left",1,"2","n","1_left","match"
"12940",14243,1,"y","art","right",0,"2","y","0_right","match"
"12943",14246,1,"y","nat","left",0,"2","n","0_left","mismatch"
"12945",14248,1,"y","nat","right",0,"2","n","0_right","match"
"12954",14259,1,"y","art","right",0,"2","y","0_right","match"
"12955",14260,1,"y","art","right",0,"2","y","0_right","match"
"12956",14261,1,"y","art","right",0,"2","y","0_right","match"
"12957",14262,1,"y","art","right",0,"2","y","0_right","match"
"12960",14265,1,"y","art","right",0,"2","y","0_right","match"
"12962",14270,1,"y","art","left",1,"2","n","1_left","match"
"12963",14271,1,"y","art","left",1,"2","n","1_left","match"
"12964",14274,1,"y","art","left",1,"2","n","1_left","match"
"12965",14277,1,"y","art","left",1,"2","n","1_left","match"
"12967",14279,1,"y","art","right",0,"2","n","0_right","match"
"12976",14290,1,"y","art","left",0,"2","n","0_left","mismatch"
"12979",14292,2,"y","art","right",1,"1","","1_right","mismatch"
"12980",14293,1,"y","art","left",0,"1","","0_left","mismatch"
"12983",14295,1,"y","nat","right",0,"2","n","0_right","match"
"12991",14303,1,"y","art","right",0,"2","n","0_right","match"
"12996",14308,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13001",14312,1,"y","art","left",0,"2","n","0_left","mismatch"
"13009",14322,1,"y","nat","right",1,"2","n","1_right","mismatch"
"13013",14326,1,"y","art","right",0,"2","n","0_right","match"
"13015",14326,3,"y","art","left",0,"2","n","0_left","mismatch"
"13017",14328,1,"y","art","right",0,"2","y","0_right","match"
"13027",14338,2,"y","art","right",0,"1","","0_right","match"
"13030",14342,1,"y","art","left",0,"2","y","0_left","mismatch"
"13046",14359,1,"y","art","left",0,"2","y","0_left","mismatch"
"13047",14362,1,"y","art","right",0,"2","n","0_right","match"
"13049",14364,1,"y","nat","right",1,"0","","1_right","mismatch"
"13056",14374,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13062",14380,1,"y","nat","right",0,"0","","0_right","match"
"13090",14403,1,"y","art","right",1,"2","n","1_right","mismatch"
"13094",14408,1,"y","art","left",1,"2","n","1_left","match"
"13102",14417,1,"y","art","right",0,"2","n","0_right","match"
"13105",14421,1,"y","nat","right",0,"1","","0_right","match"
"13106",14422,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13107",14423,1,"y","nat","left",1,"2","n","1_left","match"
"13116",14431,1,"y","art","left",1,"2","n","1_left","match"
"13120",14435,1,"y","nat","left",1,"2","y","1_left","match"
"13124",14439,1,"y","nat","right",0,"2","n","0_right","match"
"13126",14441,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13134",14447,1,"y","art","right",0,"2","n","0_right","match"
"13136",14449,1,"y","art","right",1,"2","n","1_right","mismatch"
"13149",14458,2,"y","art","right",0,"0","","0_right","match"
"13151",14460,1,"y","art","left",1,"2","n","1_left","match"
"13160",14467,1,"y","nat","right",0,"2","n","0_right","match"
"13163",14470,1,"y","nat","right",0,"2","n","0_right","match"
"13168",14474,1,"y","art","left",0,"2","n","0_left","mismatch"
"13177",14482,2,"y","art","right",0,"2","n","0_right","match"
"13182",14485,2,"y","art","left",0,"1","","0_left","mismatch"
"13188",14491,1,"y","art","right",0,"2","n","0_right","match"
"13194",14496,1,"y","art","left",1,"0","","1_left","match"
"13204",14507,1,"y","art","left",0,"2","n","0_left","mismatch"
"13205",14508,1,"y","art","left",1,"2","n","1_left","match"
"13206",14509,1,"y","art","right",1,"2","n","1_right","mismatch"
"13221",14524,1,"y","art","left",0,"2","n","0_left","mismatch"
"13225",14528,1,"y","nat","right",0,"2","n","0_right","match"
"13227",14531,1,"y","art","right",0,"2","n","0_right","match"
"13254",14563,1,"y","nat","right",0,"2","n","0_right","match"
"13266",14576,1,"y","nat","left",1,"2","n","1_left","match"
"13274",14584,1,"y","art","right",0,"1","","0_right","match"
"13275",14585,1,"y","art","right",1,"2","n","1_right","mismatch"
"13276",14586,1,"y","art","right",0,"2","n","0_right","match"
"13291",14602,1,"y","art","left",1,"2","n","1_left","match"
"13300",14614,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13302",14616,1,"y","nat","left",1,"2","n","1_left","match"
"13306",14620,1,"y","nat","right",0,"2","n","0_right","match"
"13307",14621,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13308",14622,1,"y","nat","left",0,"2","n","0_left","mismatch"
"13314",14629,1,"y","art","right",0,"2","n","0_right","match"
"13318",14634,1,"y","art","left",1,"2","n","1_left","match"
"13320",14637,1,"y","art","left",0,"2","n","0_left","mismatch"
"13326",14643,1,"y","nat","right",0,"2","n","0_right","match"
"13328",14645,1,"y","nat","left",1,"2","n","1_left","match"
"13333",14650,1,"y","art","right",0,"2","y","0_right","match"
"13336",14652,1,"y","art","right",1,"2","n","1_right","mismatch"
"13337",14653,1,"y","nat","right",1,"2","n","1_right","mismatch"
"13339",14655,1,"y","nat","left",1,"2","n","1_left","match"
"13343",14659,1,"y","nat","right",0,"2","n","0_right","match"
"13348",14664,1,"y","art","right",1,"2","n","1_right","mismatch"
"13363",14678,1,"y","nat","left",1,"2","n","1_left","match"
"13364",14679,1,"y","nat","left",1,"2","n","1_left","match"
"13366",14681,1,"y","nat","right",1,"2","n","1_right","mismatch"
"13368",14683,1,"y","nat","left",0,"1","","0_left","mismatch"
"13380",14695,1,"y","art","left",0,"2","n","0_left","mismatch"
"13388",14703,1,"y","art","left",0,"2","n","0_left","mismatch"
"13396",14711,1,"y","nat","right",1,"2","n","1_right","mismatch"
"13408",14720,1,"y","art","left",1,"1","","1_left","match"
"13414",14736,1,"y","art","right",1,"0","","1_right","mismatch"
"13418",14742,2,"y","art","left",0,"2","n","0_left","mismatch"
"13424",14748,1,"y","nat","left",0,"1","","0_left","mismatch"
"13439",14762,1,"y","nat","right",0,"2","n","0_right","match"
"13441",14764,1,"y","nat","right",0,"2","n","0_right","match"
"13446",14768,1,"y","nat","right",1,"2","n","1_right","mismatch"
"13450",14772,1,"y","art","right",1,"2","n","1_right","mismatch"
"13461",14783,1,"y","art","right",1,"2","n","1_right","mismatch"
"13464",14785,1,"y","art","left",0,"1","","0_left","mismatch"
"13465",14786,1,"y","nat","left",1,"2","n","1_left","match"
"13468",14789,1,"y","art","right",0,"0","","0_right","match"
"13478",14797,1,"y","art","right",1,"2","n","1_right","mismatch"
"13479",14798,1,"y","art","right",0,"2","n","0_right","match"
"13492",14817,1,"y","art","right",1,"2","n","1_right","mismatch"
"13494",14819,1,"y","art","right",1,"2","n","1_right","mismatch"
"13498",14823,1,"y","art","left",1,"0","","1_left","match"
"13510",14836,1,"y","nat","right",0,"2","n","0_right","match"
"13514",14840,1,"y","art","left",1,"2","n","1_left","match"
"13516",14842,1,"y","nat","right",1,"2","n","1_right","mismatch"
"13520",14847,1,"y","nat","right",0,"2","n","0_right","match"
"13526",14854,1,"y","nat","right",0,"1","","0_right","match"
"13532",14860,1,"y","art","left",1,"2","n","1_left","match"
"13537",14865,1,"y","art","right",0,"2","n","0_right","match"
"13538",14866,1,"y","art","right",1,"2","n","1_right","mismatch"
"13539",14867,1,"y","nat","left",1,"2","n","1_left","match"
"13542",14870,1,"y","nat","right",0,"2","n","0_right","match"
"13557",14890,1,"y","art","left",1,"2","n","1_left","match"
"13559",14893,1,"y","art","left",0,"2","n","0_left","mismatch"
"13561",14895,1,"y","nat","right",0,"2","n","0_right","match"
"13562",14896,1,"y","art","right",0,"2","n","0_right","match"
"13563",14896,2,"y","art","left",0,"2","n","0_left","mismatch"
"13569",14901,1,"y","art","right",0,"2","n","0_right","match"
"13570",14902,1,"y","art","right",0,"2","n","0_right","match"
"13571",14903,1,"y","art","right",0,"2","n","0_right","match"
"13583",14915,1,"y","nat","right",1,"1","","1_right","mismatch"
"13584",14916,1,"y","art","right",0,"2","y","0_right","match"
"13585",14917,1,"y","art","left",1,"2","n","1_left","match"
"13592",14924,1,"y","art","right",1,"1","","1_right","mismatch"
"13602",14934,1,"y","art","right",0,"2","n","0_right","match"
"13604",14936,1,"y","art","left",0,"0","","0_left","mismatch"
"13605",14937,1,"y","art","left",1,"0","","1_left","match"
"13607",14939,1,"y","art","right",0,"2","n","0_right","match"
"13617",14949,1,"y","nat","left",1,"0","","1_left","match"
"13618",14950,1,"y","nat","right",0,"2","n","0_right","match"
"13620",14952,1,"y","art","right",1,"2","n","1_right","mismatch"
